,11_12_2021
Westerheim,0
Schelklingen,13
Laichingen,6
Heroldstatt,1
Allmendingen,9
Blaubeuren,7
Merklingen,2
Berghülen,4
Nellingen,3
Altheim,1
Öpfingen,4
Oberdischingen,2
Erbach,17
Blaustein,7
Dornstadt,12
Amstetten,2
Lonsee,5
Westerstetten,3
Beimerstetten,3
Weidenstetten,1
Staig,5
Altheim (Alb),1
Holzkirch,0
Breitingen,0
Illerkirchberg,6
Bernstadt,1
Langenau,8
Neenstetten,0
Börslingen,0
Ballendorf,2
Nerenstetten,1
Setzingen,1
Öllingen,0
Rammingen,2
Asselfingen,0
Balzheim,4
Grundsheim,1
Oberstadion,0
Emerkingen,2
Obermarchtal,2
Unterwachingen,0
Unterstadion,0
Dietenheim,8
Hausen am Bussen,2
Ehingen (Donau),24
Munderkingen,1
Rottenacker,0
Untermarchtal,1
Lauterach,0
Illerrieden,4
Schnürpflingen,0
Griesingen,0
Hüttisheim,0
Emeringen,0
Rechtenstein,0
Ulm,90
