,12_22_2021
Westerheim,4
Schelklingen,2
Laichingen,7
Heroldstatt,0
Allmendingen,2
Blaubeuren,5
Merklingen,0
Berghülen,0
Nellingen,1
Altheim,0
Öpfingen,0
Oberdischingen,0
Erbach,2
Blaustein,9
Dornstadt,2
Amstetten,4
Lonsee,2
Westerstetten,0
Beimerstetten,2
Weidenstetten,0
Staig,3
Altheim (Alb),0
Holzkirch,0
Breitingen,0
Illerkirchberg,1
Bernstadt,0
Langenau,5
Neenstetten,0
Börslingen,0
Ballendorf,0
Nerenstetten,0
Setzingen,0
Öllingen,0
Rammingen,0
Asselfingen,0
Balzheim,0
Grundsheim,0
Oberstadion,2
Emerkingen,0
Obermarchtal,1
Unterwachingen,0
Unterstadion,0
Dietenheim,1
Hausen am Bussen,0
Ehingen,5
Munderkingen,1
Rottenacker,3
Untermarchtal,0
Lauterach,0
Illerrieden,0
Schnürpflingen,1
Griesingen,0
Hüttisheim,0
Emeringen,0
Rechtenstein,0
Ulm,69
