Gem,last14,Gesamtfallzahlen
Attendorn,20,1166
Drolshagen,6,562
Finnentrop,9,804
Kirchhundem,20,530
Lennestadt,20,1315
Olpe,53,1415
Wenden,15,872
Gesamt,143,6664
