Gem,last14,Gesamtfallzahlen
Attendorn,93,1437
Drolshagen,89,802
Finnentrop,33,1010
Kirchhundem,37,593
Lennestadt,76,1509
Olpe,115,1761
Wenden,87,1134
Gesamt,530,8246
