Gem,last14,Gesamtfallzahlen
Attendorn,2,1024
Drolshagen,2,517
Finnentrop,2,724
Kirchhundem,3,455
Lennestadt,4,1195
Olpe,7,1180
Wenden,5,777
Gesamt,25,5872
