Gem,last14,Gesamtfallzahlen
Attendorn,31,1157
Drolshagen,5,559
Finnentrop,2,795
Kirchhundem,23,526
Lennestadt,18,1306
Olpe,34,1386
Wenden,14,861
Gesamt,127,6590
