Gem,last14,Gesamtfallzahlen
Attendorn,11,1018
Drolshagen,6,514
Finnentrop,7,719
Kirchhundem,1,450
Lennestadt,18,1187
Olpe,24,1157
Wenden,1,770
Gesamt,68,5815
