Gem,last14,Gesamtfallzahlen
Attendorn,28,1074
Drolshagen,5,524
Finnentrop,22,760
Kirchhundem,17,473
Lennestadt,57,1262
Olpe,66,1270
Wenden,21,804
Gesamt,216,6167
