Gem,last14,Gesamtfallzahlen
Attendorn,28,1164
Drolshagen,4,560
Finnentrop,8,802
Kirchhundem,20,529
Lennestadt,20,1312
Olpe,47,1403
Wenden,13,866
Gesamt,140,6636
