Gem,last14,Gesamtfallzahlen
Attendorn,4,1022
Drolshagen,0,515
Finnentrop,3,722
Kirchhundem,1,452
Lennestadt,0,1191
Olpe,0,1172
Wenden,0,772
Gesamt,8,5846
