Gem,last14,Gesamtfallzahlen
Attendorn,24,1064
Drolshagen,5,522
Finnentrop,12,746
Kirchhundem,13,469
Lennestadt,44,1244
Olpe,44,1239
Wenden,19,801
Gesamt,161,6085
