Gem,last14,Gesamtfallzahlen
Attendorn,24,1061
Drolshagen,3,520
Finnentrop,12,744
Kirchhundem,8,464
Lennestadt,34,1234
Olpe,41,1235
Wenden,19,800
Gesamt,141,6058
