Gem,last14,Gesamtfallzahlen
Attendorn,34,1116
Drolshagen,17,543
Finnentrop,25,786
Kirchhundem,28,502
Lennestadt,17,1285
Olpe,56,1336
Wenden,32,842
Gesamt,209,6410
