Gem,last14,Gesamtfallzahlen
Attendorn,29,1070
Drolshagen,6,523
Finnentrop,18,754
Kirchhundem,13,469
Lennestadt,53,1255
Olpe,54,1253
Wenden,21,803
Gesamt,194,6127
