Gem,last14,Gesamtfallzahlen
Attendorn,84,1379
Drolshagen,106,752
Finnentrop,53,993
Kirchhundem,26,574
Lennestadt,74,1469
Olpe,112,1694
Wenden,72,1080
Gesamt,527,7941
