Gem,last14,Gesamtfallzahlen
Attendorn,22,1051
Drolshagen,2,519
Finnentrop,14,741
Kirchhundem,1,457
Lennestadt,14,1213
Olpe,36,1220
Wenden,11,792
Gesamt,100,5993
