Gem,last14,Gesamtfallzahlen
Attendorn,100,1452
Drolshagen,82,818
Finnentrop,30,1011
Kirchhundem,34,599
Lennestadt,71,1521
Olpe,135,1792
Wenden,88,1147
Gesamt,540,8340
