Gem,last14,Gesamtfallzahlen
Attendorn,71,1352
Drolshagen,109,736
Finnentrop,61,981
Kirchhundem,20,565
Lennestadt,62,1450
Olpe,105,1657
Wenden,64,1059
Gesamt,492,7800
