Gem,last14,Gesamtfallzahlen
Attendorn,0,1018
Drolshagen,0,515
Finnentrop,3,722
Kirchhundem,1,452
Lennestadt,0,1191
Olpe,1,1172
Wenden,0,772
Gesamt,5,5842
