Gem,last14,Gesamtfallzahlen
Attendorn,33,1084
Drolshagen,8,527
Finnentrop,24,765
Kirchhundem,24,480
Lennestadt,57,1269
Olpe,73,1288
Wenden,20,812
Gesamt,239,6225
