Gem,last14,Gesamtfallzahlen
Attendorn,16,1042
Drolshagen,2,519
Finnentrop,10,736
Kirchhundem,1,456
Lennestadt,5,1202
Olpe,19,1201
Wenden,4,783
Gesamt,57,5939
