Gem,last14,Gesamtfallzahlen
Attendorn,35,1142
Drolshagen,19,556
Finnentrop,15,794
Kirchhundem,11,509
Lennestadt,13,1294
Olpe,35,1358
Wenden,17,854
Gesamt,145,6507
