Gem,last14,Gesamtfallzahlen
Attendorn,45,1281
Drolshagen,42,627
Finnentrop,34,920
Kirchhundem,8,545
Lennestadt,37,1388
Olpe,74,1552
Wenden,34,995
Gesamt,274,7308
