Gem,last14,Gesamtfallzahlen
Attendorn,40,1114
Drolshagen,15,539
Finnentrop,22,782
Kirchhundem,26,499
Lennestadt,20,1282
Olpe,61,1331
Wenden,36,840
Gesamt,220,6387
