Gem,last14,Gesamtfallzahlen
Attendorn,74,1273
Drolshagen,34,611
Finnentrop,43,906
Kirchhundem,5,541
Lennestadt,36,1368
Olpe,63,1518
Wenden,50,988
Gesamt,305,7205
