Gem,last14,Gesamtfallzahlen
Attendorn,21,1168
Drolshagen,6,562
Finnentrop,10,805
Kirchhundem,20,531
Lennestadt,20,1316
Olpe,50,1417
Wenden,16,875
Gesamt,143,6674
