Gem,last14,Gesamtfallzahlen
Attendorn,81,1475
Drolshagen,62,833
Finnentrop,24,1023
Kirchhundem,34,609
Lennestadt,55,1537
Olpe,112,1831
Wenden,96,1195
Gesamt,464,8503
