Gem,last14,Gesamtfallzahlen
Attendorn,12,1176
Drolshagen,5,565
Finnentrop,18,820
Kirchhundem,6,535
Lennestadt,9,1321
Olpe,32,1435
Wenden,24,890
Gesamt,106,6742
