Gem,last14,Gesamtfallzahlen
Attendorn,13,1178
Drolshagen,7,567
Finnentrop,20,823
Kirchhundem,5,535
Lennestadt,7,1322
Olpe,23,1435
Wenden,26,895
Gesamt,101,6755
