Gem,last14,Gesamtfallzahlen
Attendorn,28,1161
Drolshagen,3,559
Finnentrop,6,800
Kirchhundem,21,529
Lennestadt,18,1310
Olpe,47,1402
Wenden,9,862
Gesamt,132,6623
