Gem,last14,Gesamtfallzahlen
Attendorn,74,1478
Drolshagen,52,834
Finnentrop,24,1024
Kirchhundem,32,609
Lennestadt,53,1539
Olpe,112,1844
Wenden,89,1196
Gesamt,436,8524
