Gem,last14,Gesamtfallzahlen
Attendorn,78,1364
Drolshagen,109,742
Finnentrop,55,985
Kirchhundem,25,573
Lennestadt,67,1461
Olpe,107,1673
Wenden,69,1072
Gesamt,510,7870
