Gem,last14,Gesamtfallzahlen
Attendorn,9,1018
Drolshagen,5,514
Finnentrop,4,719
Kirchhundem,0,450
Lennestadt,13,1189
Olpe,21,1158
Wenden,1,770
Gesamt,53,5818
