Gem,last14,Gesamtfallzahlen
Attendorn,18,1047
Drolshagen,2,519
Finnentrop,12,739
Kirchhundem,1,456
Lennestadt,9,1206
Olpe,32,1214
Wenden,12,792
Gesamt,86,5973
