Gem,last14,Gesamtfallzahlen
Attendorn,75,1571
Drolshagen,27,873
Finnentrop,34,1072
Kirchhundem,29,641
Lennestadt,69,1621
Olpe,112,1993
Wenden,64,1284
Gesamt,410,9055
