Gem,last14,Gesamtfallzahlen
Attendorn,50,1295
Drolshagen,58,646
Finnentrop,49,940
Kirchhundem,9,548
Lennestadt,38,1395
Olpe,95,1582
Wenden,39,1008
Gesamt,338,7414
