Gem,last14,Gesamtfallzahlen
Attendorn,43,1514
Drolshagen,23,852
Finnentrop,21,1041
Kirchhundem,7,614
Lennestadt,25,1561
Olpe,91,1902
Wenden,43,1229
Gesamt,253,8713
