Gem,last14,Gesamtfallzahlen
Attendorn,36,1152
Drolshagen,16,559
Finnentrop,9,795
Kirchhundem,10,512
Lennestadt,13,1298
Olpe,31,1367
Wenden,18,860
Gesamt,133,6543
