Gem,last14,Gesamtfallzahlen
Attendorn,34,1136
Drolshagen,21,556
Finnentrop,15,794
Kirchhundem,13,509
Lennestadt,12,1292
Olpe,40,1356
Wenden,18,853
Gesamt,153,6496
