Gem,last14,Gesamtfallzahlen
Attendorn,10,1037
Drolshagen,0,517
Finnentrop,8,732
Kirchhundem,2,456
Lennestadt,4,1199
Olpe,10,1189
Wenden,5,781
Gesamt,39,5911
