Gem,last14,Gesamtfallzahlen
Attendorn,51,1280
Drolshagen,40,625
Finnentrop,31,913
Kirchhundem,7,544
Lennestadt,37,1385
Olpe,74,1549
Wenden,34,994
Gesamt,274,7290
