Gem,last14,Gesamtfallzahlen
Attendorn,71,1564
Drolshagen,25,870
Finnentrop,33,1068
Kirchhundem,28,640
Lennestadt,59,1611
Olpe,102,1979
Wenden,68,1283
Gesamt,386,9015
