Gem,last14,Gesamtfallzahlen
Attendorn,13,1181
Drolshagen,8,570
Finnentrop,25,830
Kirchhundem,5,536
Lennestadt,10,1326
Olpe,22,1439
Wenden,29,904
Gesamt,112,6786
