Gem,last14,Gesamtfallzahlen
Attendorn,14,1175
Drolshagen,5,564
Finnentrop,20,820
Kirchhundem,6,535
Lennestadt,10,1320
Olpe,33,1435
Wenden,28,890
Gesamt,116,6739
