Gem,last14,Gesamtfallzahlen
Attendorn,42,1098
Drolshagen,13,533
Finnentrop,32,773
Kirchhundem,31,493
Lennestadt,53,1277
Olpe,78,1310
Wenden,30,825
Gesamt,279,6309
