Gem,last14,Gesamtfallzahlen
Attendorn,26,1157
Drolshagen,4,559
Finnentrop,3,797
Kirchhundem,23,528
Lennestadt,20,1308
Olpe,42,1395
Wenden,13,861
Gesamt,131,6605
