Gem,last14,Gesamtfallzahlen
Attendorn,38,1102
Drolshagen,13,535
Finnentrop,33,779
Kirchhundem,27,496
Lennestadt,36,1280
Olpe,77,1316
Wenden,34,835
Gesamt,258,6343
