Gem,last14,Gesamtfallzahlen
Attendorn,32,1116
Drolshagen,19,546
Finnentrop,22,787
Kirchhundem,23,503
Lennestadt,16,1285
Olpe,53,1341
Wenden,30,842
Gesamt,195,6420
