Gem,last14,Gesamtfallzahlen
Attendorn,44,1312
Drolshagen,58,664
Finnentrop,54,955
Kirchhundem,9,549
Lennestadt,48,1413
Olpe,100,1607
Wenden,42,1027
Gesamt,355,7527
