Gem,last14,Gesamtfallzahlen
Attendorn,33,1131
Drolshagen,22,555
Finnentrop,21,794
Kirchhundem,12,505
Lennestadt,11,1288
Olpe,43,1353
Wenden,23,848
Gesamt,165,6474
