Gem,last14,Gesamtfallzahlen
Attendorn,43,1518
Drolshagen,23,856
Finnentrop,24,1047
Kirchhundem,7,616
Lennestadt,26,1563
Olpe,78,1909
Wenden,36,1231
Gesamt,237,8740
