Gem,last14,Gesamtfallzahlen
Attendorn,16,1173
Drolshagen,4,563
Finnentrop,23,818
Kirchhundem,8,533
Lennestadt,19,1318
Olpe,42,1425
Wenden,21,882
Gesamt,133,6712
