Gem,last14,Gesamtfallzahlen
Attendorn,90,1389
Drolshagen,106,759
Finnentrop,43,993
Kirchhundem,27,575
Lennestadt,69,1473
Olpe,115,1706
Wenden,76,1092
Gesamt,526,7987
