Gem,last14,Gesamtfallzahlen
Attendorn,15,1181
Drolshagen,6,568
Finnentrop,21,825
Kirchhundem,6,536
Lennestadt,9,1324
Olpe,20,1435
Wenden,23,895
Gesamt,100,6764
