Gem,last14,Gesamtfallzahlen
Attendorn,52,1539
Drolshagen,22,861
Finnentrop,24,1053
Kirchhundem,14,624
Lennestadt,25,1572
Olpe,68,1934
Wenden,35,1242
Gesamt,240,8825
