Gem,last14,Gesamtfallzahlen
Attendorn,60,1337
Drolshagen,78,695
Finnentrop,59,965
Kirchhundem,13,555
Lennestadt,61,1431
Olpe,110,1638
Wenden,48,1036
Gesamt,429,7657
