Gem,last14,Gesamtfallzahlen
Attendorn,79,1260
Drolshagen,27,597
Finnentrop,68,898
Kirchhundem,4,540
Lennestadt,32,1358
Olpe,59,1498
Wenden,71,975
Gesamt,340,7126
