Gem,last14,Gesamtfallzahlen
Attendorn,42,1286
Drolshagen,46,633
Finnentrop,42,930
Kirchhundem,9,548
Lennestadt,37,1394
Olpe,82,1566
Wenden,35,1003
Gesamt,293,7360
