Gem,last14,Gesamtfallzahlen
Attendorn,20,1190
Drolshagen,8,571
Finnentrop,27,840
Kirchhundem,4,536
Lennestadt,10,1326
Olpe,28,1449
Wenden,34,913
Gesamt,131,6825
