Gem,last14,Gesamtfallzahlen
Attendorn,51,1493
Drolshagen,32,845
Finnentrop,24,1035
Kirchhundem,15,612
Lennestadt,35,1552
Olpe,100,1877
Wenden,72,1215
Gesamt,329,8629
