Gem,last14,Gesamtfallzahlen
Attendorn,18,1175
Drolshagen,5,564
Finnentrop,21,818
Kirchhundem,6,534
Lennestadt,11,1319
Olpe,37,1432
Wenden,26,887
Gesamt,124,6729
