Gem,last14,Gesamtfallzahlen
Attendorn,82,1471
Drolshagen,70,829
Finnentrop,27,1020
Kirchhundem,32,607
Lennestadt,63,1536
Olpe,105,1811
Wenden,94,1186
Gesamt,473,8460
