Gem,last14,Gesamtfallzahlen
Attendorn,16,1173
Drolshagen,5,564
Finnentrop,23,818
Kirchhundem,8,534
Lennestadt,13,1319
Olpe,46,1432
Wenden,25,886
Gesamt,136,6726
