Gem,last14,Gesamtfallzahlen
Attendorn,11,1037
Drolshagen,0,517
Finnentrop,8,732
Kirchhundem,1,456
Lennestadt,5,1200
Olpe,14,1194
Wenden,4,781
Gesamt,43,5917
